Year,Country,Population (in millions),Real GDP(in milllion $),Real GDP per capita,log(Real GDP per capita)
1985,Haiti,6.384194851,9333.592773,1461.984321,3.164942715
1985,Hungary,10.56681728,110519.1406,10459.07558,4.019493301
1985,Indonesia,165.6791382,414973.8438,2504.683742,3.398752897
1985,India,781.666687,807024.625,1032.440858,3.013865183
1985,Ireland,3.564959049,44511.87109,12485.94177,4.096421305
1985,Iran (Islamic Republic of),47.34270096,143828.0781,3038.020122,3.482590646
1985,Iraq,15.57639503,68254.9375,4381.947,3.64166712
1985,Iceland,0.241582006,6116.977051,25320.49943,4.403472268
1985,Israel,4.082787037,72472.875,17750.83401,4.249218763
1985,Italy,57.01235199,1093112.5,19173.25741,4.282695903
1985,Jamaica,2.338638067,8093.103027,3460.605188,3.539152054
1985,Jordan,2.895984888,11652.95898,4023.832801,3.604639927
1985,Japan,121.8940353,2244670.75,18414.9351,4.265170193
1985,Kenya,19.65122414,40626.08203,2067.356301,3.315415332
1985,Cambodia,7.712977886,6203.693848,804.3188946,2.905428271
1985,Saint Kitts and Nevis,0.042013001,345.3723755,8220.607187,3.914903896
1985,Republic of Korea,40.80857086,270558.75,6629.949157,3.821510198
1985,Kuwait,1.738994002,56933.46484,32739.31064,4.515069531
1985,Lao People's DR,3.687897921,3858.587158,1046.283612,3.019649423
1985,Lebanon,2.676583052,21741.5957,8122.892241,3.909710692
1985,Liberia,2.192554951,2846.333984,1298.181368,3.113335372
1985,Saint Lucia,0.126417995,824.6030884,6522.83001,3.814436061
1985,Sri Lanka,16.17979622,42357.05469,2617.897909,3.417952706
1985,Lesotho,1.472192049,2890.993652,1963.734048,3.29308267
1985,Luxembourg,0.366883993,8208.395508,22373.27237,4.34972951
1985,"China, Macao SAR",0.283580989,4427.253906,15611.95596,4.193457318
1985,Morocco,22.5373764,77153.19531,3423.344134,3.534450559
1985,Madagascar,10.06349468,13634.67578,1354.864906,3.131895994
1985,Maldives,0.189637005,771.2143555,4066.792524,3.609252016
1985,Mexico,77.36071014,897688.5,11603.93303,4.064605214
1985,Mali,7.831889153,7081.039063,904.1291219,2.956230458
1985,Malta,0.349195987,3792.394287,10860.36045,4.03584424
1985,Myanmar,37.22229767,37928.51953,1018.973086,3.008162713
1985,Mongolia,1.92188096,4017.296387,2090.294076,3.32020739
1985,Mozambique,12.98440456,5856.639648,451.0518461,2.654226465
1985,Mauritania,1.769942045,3567.625977,2015.673895,3.304420271
1985,Montserrat,0.011324,185.338501,16366.87631,4.2139658
1985,Mauritius,1.015761971,7044.232422,6934.924342,3.841041727
1985,Malawi,7.21110487,10347.36328,1434.920649,3.156827885
1985,Malaysia,15.5989418,108602.2578,6962.155458,3.842743716
1985,Namibia,1.148301959,6209.883789,5407.883998,3.733027367
1985,Niger,6.915926933,6294.622559,910.1632535,2.959119298
1985,Nigeria,83.61329651,404346,4835.905494,3.684477805
1985,Nicaragua,3.709090948,17555.95703,4733.22366,3.675157027
1985,Netherlands,14.51394939,304675.9063,20991.93665,4.322052507
1985,Norway,4.153104782,111111.5703,26753.85673,4.427386397
1985,Nepal,16.72395515,15136.21484,905.0619129,2.956678289
1985,New Zealand,3.268235922,58363.6875,17857.85632,4.251829324
1985,Oman,1.49841702,21669.11328,14461.33686,4.160208443
1985,Pakistan,92.21949005,217208.6563,2355.344365,3.372054413
1985,Panama,2.219275951,13457,6063.689372,3.782736945
1985,Peru,19.54495621,71856.28125,3676.461614,3.565430036
1985,Philippines,54.32364655,149103.875,2744.732441,3.438500015
1985,Poland,37.12871552,266428.3438,7175.802881,3.8558705
1985,Portugal,9.985574722,96149.79688,9628.869599,3.983575305
1985,Paraguay,3.671825886,12607.72754,3433.639811,3.535754736
1985,State of Palestine,1.758476973,4363.694336,2481.519181,3.394717636
1985,Qatar,0.371080995,12304.41992,33158.31342,4.520592432
1985,Romania,23.10364532,163788.5781,7089.295902,3.850603104
1985,Rwanda,6.120107174,7125.802734,1164.326462,3.066074768
1985,Saudi Arabia,13.18911457,234197.3906,17756.86983,4.249366411
1985,Sudan,17.21018791,26638.83008,1547.852366,3.189729535
1985,Senegal,6.484737873,16851.91211,2598.70367,3.41475676
1985,Singapore,2.705534935,50625.70703,18711.90291,4.272117955
1985,Sierra Leone,3.799550056,4552.381836,1198.137087,3.078506511
1985,El Salvador,4.923860073,11311.0459,2297.190767,3.361197062
1985,Sao Tome and Principe,0.103634,209.3163452,2019.765189,3.305300883
1985,Suriname,0.371470004,2311.978271,6223.862612,3.794059997
1985,Sweden,8.357651711,186308.2344,22291.93568,4.348147781
1985,Eswatini,0.70508498,2705.582275,3837.24282,3.584019282
1985,Seychelles,0.069835998,880.0948486,12602.3093,4.100450134
1985,Syrian Arab Republic,10.64863205,18792.32617,1764.764346,3.246686721
1985,Turks and Caicos Islands,0.009506,763.5571289,80323.70212,4.904843717
1985,Chad,5.091535091,5666.789063,1112.982423,3.046488306
1985,Togo,3.252994061,4851.347656,1491.348452,3.173579128
1985,Thailand,52.04146957,198384.0625,3812.038056,3.581157228
1985,Trinidad and Tobago,1.170928001,18336.5918,15659.87983,4.194788425
1985,Tunisia,7.321876049,35949.60156,4909.889395,3.691071709
1985,Turkey,49.13388443,439338.5625,8941.661495,3.951418225
1985,Taiwan,19.19150925,231991.5313,12088.23799,4.082363002
1985,U.R. of Tanzania: Mainland,21.83699989,39678.14453,1817.014458,3.259358383
1985,Uganda,14.64662361,11590.67969,791.3550587,2.898371383
1985,Uruguay,3.011908054,21624.37891,7179.627836,3.856101933
1985,United States,240.8241272,7826375,32498.30111,4.511860658
1985,St. Vincent and the Grenadines,0.104477003,487.4517212,4665.636515,3.668910901
1985,Venezuela (Bolivarian Republic of),17.50805855,147946.8438,8450.214131,3.926867714
1985,British Virgin Islands,0.013304,83.36011505,6265.793474,3.796976076
1985,Viet Nam,61.04937363,68243.77344,1117.845596,3.04838182
1985,South Africa,33.73014832,288431.375,8551.144581,3.932024249
1985,Zambia,6.955212116,12293.16113,1767.474655,3.247353195
1985,Zimbabwe,8.658857346,28396.52148,3279.476766,3.515804558
